age,is_recid,sex_Female,sex_Male,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,jail_duration
23,0,0,1,1,0,0,0,0,0,89.0
36,0,1,0,1,0,0,0,0,0,0.0
36,0,1,0,1,0,0,0,0,0,0.0
39,1,0,1,0,0,1,0,0,0,4.0
23,0,0,1,0,0,0,1,0,0,0.0
31,1,0,1,1,0,0,0,0,0,1.0
22,1,0,1,1,0,0,0,0,0,1.0
27,1,1,0,1,0,0,0,0,0,65.0
27,1,0,1,1,0,0,0,0,0,2.0
38,1,0,1,0,0,1,0,0,0,0.0
31,1,0,1,1,0,0,0,0,0,55.0
47,0,0,1,1,0,0,0,0,0,1.0
22,0,0,1,1,0,0,0,0,0,0.0
35,1,0,1,1,0,0,0,0,0,79.0
23,1,0,1,0,0,0,1,0,0,19.0
65,1,0,1,1,0,0,0,0,0,5.0
35,0,0,1,1,0,0,0,0,0,1.0
33,0,1,0,1,0,0,0,0,0,1.0
33,0,1,0,1,0,0,0,0,0,1.0
53,0,0,1,0,0,1,0,0,0,1.0
52,0,0,1,0,0,0,1,0,0,1.0
48,0,0,1,0,0,1,0,0,0,34.0
48,0,0,1,0,0,1,0,0,0,34.0
62,0,0,1,0,0,0,1,0,0,11.0
44,0,0,1,1,0,0,0,0,0,1.0
21,0,0,1,1,0,0,0,0,0,0.0
21,0,0,1,1,0,0,0,0,0,0.0
37,0,0,1,1,0,0,0,0,0,1.0
37,0,0,1,1,0,0,0,0,0,1.0
30,1,0,1,0,0,0,0,0,1,0.0
33,0,0,1,0,0,1,0,0,0,21.0
36,0,1,0,1,0,0,0,0,0,110.0
54,0,0,1,0,0,0,0,0,1,-1.0
28,0,0,1,0,0,0,0,0,1,0.0
31,0,1,0,1,0,0,0,0,0,-1.0
59,0,1,0,0,0,1,0,0,0,29.0
59,0,1,0,0,0,1,0,0,0,29.0
27,0,0,1,1,0,0,0,0,0,1.0
36,1,0,1,1,0,0,0,0,0,0.0
46,1,0,1,1,0,0,0,0,0,6.0
22,0,0,1,1,0,0,0,0,0,323.0
27,0,0,1,0,0,1,0,0,0,0.0
30,0,0,1,0,0,1,0,0,0,1.0
28,0,1,0,0,0,1,0,0,0,0.0
28,0,1,0,0,0,1,0,0,0,0.0
34,1,1,0,0,0,1,0,0,0,3.0
29,1,0,1,0,0,0,1,0,0,0.0
46,0,1,0,1,0,0,0,0,0,1.0
23,1,0,1,1,0,0,0,0,0,80.0
65,0,0,1,0,0,1,0,0,0,3.0
27,0,0,1,1,0,0,0,0,0,0.0
27,0,0,1,1,0,0,0,0,0,0.0
21,1,0,1,0,1,0,0,0,0,0.0
48,1,0,1,0,0,1,0,0,0,0.0
30,1,0,1,1,0,0,0,0,0,20.0
36,0,0,1,1,0,0,0,0,0,49.0
36,0,0,1,1,0,0,0,0,0,49.0
32,0,1,0,1,0,0,0,0,0,-1.0
31,0,0,1,1,0,0,0,0,0,6.0
31,0,0,1,1,0,0,0,0,0,6.0
31,0,0,1,1,0,0,0,0,0,6.0
36,0,0,1,1,0,0,0,0,0,2.0
20,0,0,1,1,0,0,0,0,0,89.0
37,0,0,1,0,0,1,0,0,0,26.0
44,1,0,1,1,0,0,0,0,0,1.0
53,0,0,1,0,0,1,0,0,0,0.0
32,0,0,1,1,0,0,0,0,0,0.0
33,1,0,1,1,0,0,0,0,0,1.0
27,0,1,0,1,0,0,0,0,0,2.0
27,0,1,0,1,0,0,0,0,0,2.0
27,0,1,0,1,0,0,0,0,0,2.0
48,0,1,0,1,0,0,0,0,0,1.0
48,0,1,0,1,0,0,0,0,0,1.0
21,0,0,1,1,0,0,0,0,0,293.0
33,1,0,1,1,0,0,0,0,0,339.0
47,1,0,1,0,0,1,0,0,0,2.0
57,1,0,1,1,0,0,0,0,0,33.0
28,0,0,1,1,0,0,0,0,0,6.0
24,0,0,1,1,0,0,0,0,0,1.0
44,0,0,1,1,0,0,0,0,0,1.0
44,0,0,1,1,0,0,0,0,0,1.0
46,0,0,1,1,0,0,0,0,0,1.0
37,0,0,1,1,0,0,0,0,0,1.0
26,1,0,1,1,0,0,0,0,0,5.0
51,0,0,1,0,0,1,0,0,0,0.0
27,1,0,1,1,0,0,0,0,0,0.0
40,0,0,1,0,0,1,0,0,0,1.0
60,1,1,0,0,0,1,0,0,0,384.0
53,0,0,1,0,0,1,0,0,0,6.0
26,0,0,1,1,0,0,0,0,0,40.0
26,0,0,1,1,0,0,0,0,0,40.0
37,0,1,0,0,0,1,0,0,0,8.0
28,0,0,1,1,0,0,0,0,0,1.0
23,0,0,1,0,0,0,1,0,0,0.0
21,0,0,1,1,0,0,0,0,0,137.0
21,0,0,1,1,0,0,0,0,0,137.0
21,0,0,1,1,0,0,0,0,0,137.0
41,0,0,1,1,0,0,0,0,0,212.0
46,0,1,0,0,0,1,0,0,0,19.0
46,0,1,0,0,0,1,0,0,0,19.0
23,1,0,1,1,0,0,0,0,0,1.0
61,0,0,1,1,0,0,0,0,0,0.0
30,0,0,1,0,0,1,0,0,0,11.0
30,0,0,1,0,0,1,0,0,0,11.0
50,1,0,1,1,0,0,0,0,0,248.0
50,1,0,1,1,0,0,0,0,0,248.0
49,0,1,0,1,0,0,0,0,0,1.0
45,0,0,1,1,0,0,0,0,0,1.0
40,0,0,1,0,0,0,0,0,1,1.0
22,0,0,1,1,0,0,0,0,0,0.0
22,0,0,1,1,0,0,0,0,0,0.0
26,1,0,1,0,0,1,0,0,0,16.0
62,0,0,1,0,0,1,0,0,0,2.0
34,1,0,1,0,0,1,0,0,0,-1.0
37,0,1,0,0,0,1,0,0,0,0.0
37,0,1,0,0,0,1,0,0,0,0.0
37,0,1,0,0,0,1,0,0,0,0.0
37,0,1,0,0,0,1,0,0,0,0.0
23,0,0,1,0,0,0,0,0,1,1.0
23,0,0,1,0,0,0,0,0,1,1.0
24,0,0,1,0,0,0,1,0,0,6.0
24,0,0,1,0,0,0,1,0,0,6.0
24,0,0,1,0,0,0,1,0,0,6.0
21,0,0,1,0,0,1,0,0,0,1.0
25,1,0,1,0,0,1,0,0,0,0.0
30,0,0,1,1,0,0,0,0,0,77.0
68,0,0,1,0,0,1,0,0,0,3.0
41,0,0,1,0,0,1,0,0,0,0.0
39,0,0,1,0,0,0,0,0,1,1.0
21,0,0,1,0,0,1,0,0,0,0.0
31,0,0,1,1,0,0,0,0,0,2.0
31,0,0,1,1,0,0,0,0,0,2.0
37,0,1,0,0,0,0,1,0,0,1.0
29,0,0,1,1,0,0,0,0,0,1.0
29,0,0,1,1,0,0,0,0,0,1.0
22,0,0,1,1,0,0,0,0,0,0.0
22,0,0,1,0,0,0,1,0,0,1.0
22,0,0,1,0,0,0,1,0,0,1.0
38,1,0,1,0,0,1,0,0,0,268.0
42,0,0,1,0,0,1,0,0,0,0.0
22,1,0,1,0,0,1,0,0,0,1.0
30,0,1,0,1,0,0,0,0,0,1.0
45,1,0,1,1,0,0,0,0,0,2.0
36,1,1,0,1,0,0,0,0,0,0.0
48,0,0,1,1,0,0,0,0,0,1.0
53,0,1,0,0,0,0,1,0,0,0.0
37,0,0,1,1,0,0,0,0,0,23.0
49,0,0,1,0,0,0,1,0,0,0.0
45,0,1,0,0,0,1,0,0,0,8.0
23,1,0,1,1,0,0,0,0,0,8.0
24,0,0,1,1,0,0,0,0,0,1.0
29,0,0,1,1,0,0,0,0,0,1.0
29,0,0,1,1,0,0,0,0,0,1.0
24,0,0,1,1,0,0,0,0,0,0.0
50,0,0,1,1,0,0,0,0,0,2.0
34,1,0,1,1,0,0,0,0,0,2.0
41,0,0,1,0,0,0,1,0,0,1.0
23,0,0,1,1,0,0,0,0,0,0.0
22,0,1,0,0,0,1,0,0,0,2.0
36,0,0,1,0,0,0,0,0,1,7.0
30,1,0,1,0,0,1,0,0,0,3.0
21,1,0,1,1,0,0,0,0,0,1.0
21,1,0,1,1,0,0,0,0,0,1.0
53,0,1,0,0,0,1,0,0,0,1.0
53,0,1,0,0,0,1,0,0,0,1.0
39,0,0,1,1,0,0,0,0,0,1.0
25,0,1,0,1,0,0,0,0,0,34.0
24,0,0,1,0,0,1,0,0,0,0.0
24,0,0,1,0,0,1,0,0,0,0.0
24,0,0,1,0,0,1,0,0,0,0.0
24,0,0,1,0,0,1,0,0,0,0.0
25,1,0,1,1,0,0,0,0,0,0.0
25,1,0,1,1,0,0,0,0,0,0.0
25,0,1,0,1,0,0,0,0,0,0.0
27,0,0,1,1,0,0,0,0,0,177.0
27,0,0,1,1,0,0,0,0,0,177.0
71,0,0,1,1,0,0,0,0,0,24.0
39,0,0,1,1,0,0,0,0,0,40.0
39,0,0,1,1,0,0,0,0,0,40.0
39,0,0,1,1,0,0,0,0,0,40.0
37,0,1,0,1,0,0,0,0,0,37.0
20,1,0,1,1,0,0,0,0,0,7.0
29,0,1,0,1,0,0,0,0,0,0.0
22,1,0,1,1,0,0,0,0,0,1.0
26,1,0,1,1,0,0,0,0,0,83.0
22,0,0,1,1,0,0,0,0,0,391.0
24,0,1,0,1,0,0,0,0,0,0.0
24,0,1,0,1,0,0,0,0,0,0.0
47,1,1,0,1,0,0,0,0,0,30.0
47,1,1,0,1,0,0,0,0,0,30.0
47,1,1,0,1,0,0,0,0,0,30.0
21,1,0,1,0,0,0,0,0,1,0.0
23,0,1,0,0,0,0,0,0,1,1.0
20,1,1,0,0,0,1,0,0,0,17.0
53,0,0,1,1,0,0,0,0,0,34.0
23,0,1,0,1,0,0,0,0,0,1.0
27,0,0,1,0,0,0,0,1,0,0.0
55,1,0,1,0,0,1,0,0,0,37.0
55,1,0,1,0,0,1,0,0,0,37.0
53,0,1,0,1,0,0,0,0,0,0.0
23,1,1,0,1,0,0,0,0,0,0.0
55,0,0,1,1,0,0,0,0,0,4.0
55,0,0,1,1,0,0,0,0,0,4.0
55,0,0,1,1,0,0,0,0,0,4.0
26,1,0,1,1,0,0,0,0,0,22.0
25,1,0,1,1,0,0,0,0,0,6.0
25,1,0,1,1,0,0,0,0,0,6.0
39,0,0,1,0,0,0,1,0,0,42.0
39,0,0,1,0,0,0,1,0,0,42.0
39,0,0,1,0,0,0,1,0,0,42.0
23,0,0,1,0,0,0,0,0,1,1.0
23,0,0,1,0,0,0,0,0,1,1.0
27,1,0,1,1,0,0,0,0,0,0.0
26,0,0,1,1,0,0,0,0,0,0.0
32,0,1,0,0,0,1,0,0,0,0.0
29,0,0,1,1,0,0,0,0,0,3.0
29,0,0,1,1,0,0,0,0,0,3.0
27,1,0,1,0,0,0,0,0,1,0.0
28,0,0,1,0,0,0,1,0,0,1.0
31,0,0,1,1,0,0,0,0,0,0.0
41,1,0,1,1,0,0,0,0,0,0.0
25,0,0,1,0,0,1,0,0,0,2.0
25,0,0,1,0,0,1,0,0,0,2.0
30,0,0,1,0,0,1,0,0,0,0.0
25,0,0,1,0,0,1,0,0,0,0.0
47,0,0,1,0,0,1,0,0,0,-1.0
26,0,0,1,0,0,1,0,0,0,0.0
37,0,0,1,1,0,0,0,0,0,1.0
37,0,0,1,1,0,0,0,0,0,1.0
35,0,1,0,1,0,0,0,0,0,2.0
66,0,1,0,0,0,1,0,0,0,17.0
66,0,1,0,0,0,1,0,0,0,17.0
48,0,0,1,0,0,1,0,0,0,1.0
26,0,0,1,0,0,1,0,0,0,4.0
24,1,0,1,0,0,1,0,0,0,1.0
21,1,0,1,0,0,1,0,0,0,5.0
23,0,0,1,1,0,0,0,0,0,548.0
22,1,0,1,0,0,1,0,0,0,2.0
57,0,0,1,1,0,0,0,0,0,140.0
48,0,0,1,0,0,1,0,0,0,11.0
48,0,0,1,0,0,1,0,0,0,11.0
36,0,0,1,0,0,0,0,0,1,5.0
37,0,1,0,1,0,0,0,0,0,28.0
31,0,0,1,0,0,1,0,0,0,5.0
22,1,0,1,1,0,0,0,0,0,4.0
31,0,0,1,0,0,1,0,0,0,0.0
24,1,0,1,1,0,0,0,0,0,0.0
24,1,0,1,1,0,0,0,0,0,0.0
32,0,0,1,1,0,0,0,0,0,1.0
32,1,0,1,1,0,0,0,0,0,0.0
23,0,1,0,0,0,0,0,0,1,1.0
63,0,0,1,1,0,0,0,0,0,0.0
30,0,0,1,0,0,0,0,0,1,1.0
26,1,0,1,0,0,1,0,0,0,27.0
20,0,0,1,0,0,1,0,0,0,1.0
33,0,0,1,0,0,0,0,0,1,1.0
33,0,0,1,0,0,0,0,0,1,1.0
24,0,0,1,0,0,1,0,0,0,1.0
24,1,1,0,1,0,0,0,0,0,0.0
36,0,1,0,1,0,0,0,0,0,0.0
26,0,0,1,1,0,0,0,0,0,355.0
83,0,0,1,0,0,0,1,0,0,0.0
28,0,0,1,0,0,1,0,0,0,0.0
36,1,0,1,1,0,0,0,0,0,1.0
30,0,1,0,1,0,0,0,0,0,0.0
33,0,1,0,1,0,0,0,0,0,1.0
39,0,0,1,1,0,0,0,0,0,0.0
29,0,0,1,0,0,0,0,0,1,0.0
30,1,0,1,1,0,0,0,0,0,4.0
19,1,1,0,0,0,1,0,0,0,1.0
24,1,0,1,1,0,0,0,0,0,0.0
24,1,0,1,1,0,0,0,0,0,0.0
34,0,0,1,0,0,1,0,0,0,52.0
36,0,0,1,0,0,0,1,0,0,78.0
36,0,0,1,0,0,0,1,0,0,78.0
35,0,0,1,1,0,0,0,0,0,1.0
24,0,0,1,1,0,0,0,0,0,0.0
26,0,0,1,0,0,1,0,0,0,9.0
26,0,0,1,0,0,1,0,0,0,9.0
22,0,1,0,1,0,0,0,0,0,1.0
26,0,0,1,0,0,1,0,0,0,2.0
28,1,0,1,1,0,0,0,0,0,0.0
32,0,0,1,0,0,1,0,0,0,1.0
32,0,0,1,0,0,1,0,0,0,1.0
32,0,0,1,1,0,0,0,0,0,0.0
32,1,1,0,0,0,1,0,0,0,0.0
33,1,0,1,1,0,0,0,0,0,5.0
29,0,0,1,1,0,0,0,0,0,17.0
29,0,0,1,1,0,0,0,0,0,17.0
34,1,0,1,0,0,1,0,0,0,0.0
37,1,1,0,0,0,0,0,0,1,0.0
43,0,0,1,0,0,1,0,0,0,0.0
47,0,0,1,0,0,1,0,0,0,0.0
21,0,1,0,0,0,1,0,0,0,27.0
25,1,0,1,1,0,0,0,0,0,2.0
23,0,1,0,1,0,0,0,0,0,1.0
39,1,0,1,0,0,1,0,0,0,0.0
22,0,0,1,0,0,1,0,0,0,0.0
35,1,0,1,1,0,0,0,0,0,5.0
20,0,0,1,1,0,0,0,0,0,1.0
33,0,0,1,0,0,0,0,0,1,1.0
33,0,0,1,0,0,0,0,0,1,1.0
21,1,0,1,0,0,0,0,0,1,1.0
43,0,0,1,1,0,0,0,0,0,1.0
43,0,0,1,1,0,0,0,0,0,1.0
25,1,0,1,1,0,0,0,0,0,0.0
48,1,0,1,1,0,0,0,0,0,6.0
48,1,0,1,1,0,0,0,0,0,6.0
22,1,0,1,1,0,0,0,0,0,1.0
52,1,0,1,1,0,0,0,0,0,38.0
26,1,0,1,0,0,1,0,0,0,35.0
26,1,0,1,0,0,1,0,0,0,35.0
67,1,0,1,1,0,0,0,0,0,27.0
34,0,0,1,1,0,0,0,0,0,1.0
56,1,0,1,0,0,1,0,0,0,0.0
56,1,0,1,0,0,1,0,0,0,0.0
22,0,0,1,1,0,0,0,0,0,1.0
22,0,0,1,1,0,0,0,0,0,1.0
22,0,0,1,1,0,0,0,0,0,1.0
63,0,0,1,1,0,0,0,0,0,2152.0
34,0,1,0,0,0,1,0,0,0,0.0
32,0,1,0,0,0,0,0,1,0,23.0
23,0,0,1,1,0,0,0,0,0,229.0
23,0,0,1,1,0,0,0,0,0,229.0
28,1,0,1,1,0,0,0,0,0,5.0
29,0,0,1,1,0,0,0,0,0,0.0
27,0,0,1,0,0,1,0,0,0,41.0
37,1,0,1,1,0,0,0,0,0,20.0
37,1,0,1,1,0,0,0,0,0,20.0
51,0,0,1,0,0,1,0,0,0,0.0
43,0,0,1,0,0,0,0,0,1,1.0
51,0,0,1,0,0,1,0,0,0,1.0
20,1,0,1,1,0,0,0,0,0,0.0
41,0,0,1,1,0,0,0,0,0,1.0
57,0,0,1,0,0,0,0,0,1,13.0
26,1,0,1,0,0,1,0,0,0,293.0
39,1,1,0,0,0,1,0,0,0,10.0
21,0,0,1,1,0,0,0,0,0,2.0
21,1,0,1,1,0,0,0,0,0,2.0
42,0,0,1,0,0,1,0,0,0,297.0
37,0,1,0,1,0,0,0,0,0,2.0
24,1,0,1,0,0,1,0,0,0,1.0
39,0,0,1,0,0,0,0,0,1,1.0
39,0,0,1,0,0,0,0,0,1,1.0
34,0,1,0,1,0,0,0,0,0,1.0
26,1,0,1,1,0,0,0,0,0,1.0
58,0,0,1,0,0,0,1,0,0,1.0
48,0,0,1,0,0,1,0,0,0,0.0
48,0,0,1,0,0,1,0,0,0,0.0
48,0,0,1,0,0,1,0,0,0,0.0
24,1,0,1,1,0,0,0,0,0,1.0
25,0,0,1,1,0,0,0,0,0,0.0
25,0,0,1,1,0,0,0,0,0,0.0
26,0,0,1,0,0,1,0,0,0,-1.0
46,0,0,1,0,0,1,0,0,0,1.0
24,0,0,1,1,0,0,0,0,0,1.0
24,0,0,1,1,0,0,0,0,0,1.0
25,0,0,1,0,0,1,0,0,0,111.0
25,0,0,1,0,0,1,0,0,0,111.0
25,0,0,1,0,0,1,0,0,0,111.0
21,0,1,0,0,0,1,0,0,0,0.0
29,0,0,1,1,0,0,0,0,0,2.0
24,0,0,1,1,0,0,0,0,0,1.0
24,0,0,1,1,0,0,0,0,0,1.0
24,1,0,1,1,0,0,0,0,0,1.0
36,0,0,1,1,0,0,0,0,0,1.0
36,0,0,1,1,0,0,0,0,0,1.0
36,0,0,1,1,0,0,0,0,0,1.0
30,1,0,1,1,0,0,0,0,0,1.0
24,0,0,1,0,0,1,0,0,0,1.0
22,0,1,0,0,0,1,0,0,0,1.0
22,0,1,0,0,0,1,0,0,0,1.0
38,0,0,1,1,0,0,0,0,0,0.0
33,0,0,1,1,0,0,0,0,0,2.0
33,0,0,1,1,0,0,0,0,0,2.0
25,1,0,1,1,0,0,0,0,0,9.0
31,1,0,1,1,0,0,0,0,0,117.0
24,0,0,1,1,0,0,0,0,0,2.0
24,0,0,1,1,0,0,0,0,0,2.0
30,0,0,1,0,0,1,0,0,0,36.0
30,0,0,1,0,0,1,0,0,0,3.0
30,0,0,1,0,0,1,0,0,0,3.0
30,0,0,1,0,0,1,0,0,0,3.0
39,1,0,1,1,0,0,0,0,0,1.0
39,1,0,1,1,0,0,0,0,0,1.0
46,0,0,1,0,0,0,1,0,0,0.0
46,0,0,1,0,0,0,0,0,1,5.0
46,0,0,1,0,0,0,0,0,1,5.0
23,0,0,1,0,0,1,0,0,0,0.0
30,0,1,0,1,0,0,0,0,0,0.0
30,0,1,0,1,0,0,0,0,0,0.0
30,0,1,0,1,0,0,0,0,0,0.0
40,0,0,1,0,0,1,0,0,0,22.0
52,0,1,0,1,0,0,0,0,0,2.0
23,0,0,1,1,0,0,0,0,0,33.0
23,0,0,1,1,0,0,0,0,0,33.0
41,0,0,1,0,0,0,0,0,1,7.0
26,0,1,0,1,0,0,0,0,0,1.0
22,1,0,1,0,0,1,0,0,0,19.0
22,1,0,1,0,0,1,0,0,0,19.0
22,1,0,1,0,0,1,0,0,0,19.0
22,1,0,1,0,0,1,0,0,0,19.0
42,0,0,1,0,0,1,0,0,0,0.0
42,0,0,1,0,0,1,0,0,0,0.0
23,1,0,1,1,0,0,0,0,0,135.0
33,1,0,1,0,0,0,0,0,1,1.0
33,1,0,1,0,0,0,0,0,1,1.0
35,0,0,1,1,0,0,0,0,0,59.0
28,0,0,1,1,0,0,0,0,0,2.0
50,1,0,1,0,0,1,0,0,0,1.0
26,0,0,1,0,0,0,0,0,1,1.0
26,0,0,1,0,0,0,0,0,1,1.0
48,0,0,1,1,0,0,0,0,0,84.0
21,0,0,1,1,0,0,0,0,0,0.0
21,0,0,1,1,0,0,0,0,0,0.0
21,0,0,1,1,0,0,0,0,0,0.0
21,0,0,1,1,0,0,0,0,0,0.0
21,0,0,1,1,0,0,0,0,0,0.0
21,0,0,1,1,0,0,0,0,0,0.0
21,0,0,1,1,0,0,0,0,0,0.0
38,1,0,1,0,0,0,0,1,0,8.0
32,0,0,1,1,0,0,0,0,0,1.0
24,1,0,1,0,0,0,1,0,0,97.0
51,0,0,1,1,0,0,0,0,0,1.0
19,1,0,1,0,0,1,0,0,0,0.0
32,0,0,1,1,0,0,0,0,0,108.0
31,1,1,0,0,0,1,0,0,0,0.0
31,1,1,0,0,0,1,0,0,0,0.0
29,0,1,0,1,0,0,0,0,0,179.0
29,0,1,0,1,0,0,0,0,0,179.0
43,0,0,1,0,0,0,1,0,0,0.0
25,0,1,0,0,0,0,0,0,1,0.0
26,1,0,1,1,0,0,0,0,0,11.0
26,1,0,1,1,0,0,0,0,0,11.0
27,1,0,1,0,0,1,0,0,0,27.0
52,1,0,1,0,0,1,0,0,0,3.0
27,0,0,1,0,0,0,1,0,0,0.0
57,0,1,0,0,0,0,1,0,0,0.0
47,0,0,1,0,0,0,0,0,1,0.0
28,1,0,1,1,0,0,0,0,0,1.0
32,1,0,1,1,0,0,0,0,0,2.0
27,1,0,1,1,0,0,0,0,0,0.0
53,0,0,1,0,0,0,1,0,0,1.0
45,1,0,1,0,0,0,1,0,0,3.0
29,0,0,1,1,0,0,0,0,0,0.0
29,0,0,1,1,0,0,0,0,0,0.0
42,0,1,0,0,0,1,0,0,0,0.0
33,1,0,1,1,0,0,0,0,0,0.0
26,1,0,1,0,0,1,0,0,0,19.0
28,0,1,0,0,0,1,0,0,0,45.0
53,0,1,0,0,0,1,0,0,0,0.0
39,0,0,1,1,0,0,0,0,0,0.0
24,0,0,1,0,0,1,0,0,0,1.0
40,0,0,1,1,0,0,0,0,0,1.0
35,0,0,1,1,0,0,0,0,0,8.0
35,0,0,1,1,0,0,0,0,0,8.0
28,0,0,1,0,0,0,1,0,0,8.0
28,0,0,1,0,0,0,1,0,0,1.0
28,0,0,1,0,0,0,1,0,0,1.0
39,1,0,1,1,0,0,0,0,0,35.0
35,0,0,1,1,0,0,0,0,0,0.0
22,1,0,1,1,0,0,0,0,0,-1.0
46,1,0,1,1,0,0,0,0,0,9.0
42,0,0,1,0,0,1,0,0,0,1.0
25,0,0,1,1,0,0,0,0,0,1.0
30,0,0,1,0,0,0,1,0,0,153.0
52,0,0,1,0,0,1,0,0,0,3.0
28,1,0,1,1,0,0,0,0,0,0.0
40,0,0,1,1,0,0,0,0,0,1.0
35,0,1,0,0,0,1,0,0,0,13.0
57,1,1,0,0,0,1,0,0,0,1.0
25,0,0,1,1,0,0,0,0,0,1.0
20,0,0,1,0,0,1,0,0,0,0.0
20,0,0,1,0,0,1,0,0,0,0.0
49,1,0,1,1,0,0,0,0,0,0.0
42,0,0,1,0,0,1,0,0,0,1.0
21,1,0,1,1,0,0,0,0,0,0.0
32,1,0,1,1,0,0,0,0,0,14.0
63,0,0,1,1,0,0,0,0,0,220.0
29,0,1,0,0,0,0,0,0,1,0.0
29,0,0,1,0,0,1,0,0,0,1.0
58,0,0,1,0,0,1,0,0,0,0.0
27,0,0,1,1,0,0,0,0,0,2.0
46,0,0,1,1,0,0,0,0,0,1.0
23,1,0,1,1,0,0,0,0,0,44.0
25,0,0,1,0,0,1,0,0,0,0.0
24,0,0,1,0,0,0,0,0,1,0.0
40,0,0,1,1,0,0,0,0,0,349.0
28,1,0,1,1,0,0,0,0,0,1.0
52,0,0,1,0,0,1,0,0,0,0.0
27,0,0,1,1,0,0,0,0,0,3.0
27,0,0,1,1,0,0,0,0,0,3.0
69,0,1,0,0,0,0,1,0,0,-1.0
47,0,0,1,0,0,0,1,0,0,1.0
27,0,0,1,1,0,0,0,0,0,50.0
49,0,0,1,1,0,0,0,0,0,-1.0
32,0,0,1,0,0,0,1,0,0,0.0
31,0,0,1,1,0,0,0,0,0,33.0
45,0,0,1,0,0,0,1,0,0,128.0
33,0,1,0,0,0,1,0,0,0,0.0
33,0,0,1,0,0,1,0,0,0,0.0
25,0,0,1,0,0,1,0,0,0,1.0
27,1,1,0,0,0,0,1,0,0,0.0
51,0,0,1,0,0,1,0,0,0,0.0
47,1,0,1,0,0,1,0,0,0,32.0
32,1,0,1,1,0,0,0,0,0,2.0
32,1,0,1,1,0,0,0,0,0,2.0
24,0,0,1,1,0,0,0,0,0,1.0
24,0,0,1,1,0,0,0,0,0,1.0
24,0,0,1,1,0,0,0,0,0,1.0
24,0,0,1,1,0,0,0,0,0,1.0
26,1,0,1,1,0,0,0,0,0,3.0
47,0,0,1,0,0,0,1,0,0,1.0
25,0,0,1,0,0,1,0,0,0,1.0
25,0,0,1,0,0,1,0,0,0,1.0
25,0,0,1,0,0,1,0,0,0,1.0
26,0,0,1,1,0,0,0,0,0,1.0
21,0,0,1,1,0,0,0,0,0,108.0
25,1,0,1,1,0,0,0,0,0,0.0
22,1,0,1,1,0,0,0,0,0,2.0
35,0,0,1,0,0,0,0,0,1,10.0
26,0,1,0,0,0,1,0,0,0,0.0
20,0,0,1,0,0,1,0,0,0,1.0
30,0,0,1,1,0,0,0,0,0,27.0
30,0,0,1,1,0,0,0,0,0,27.0
30,1,0,1,1,0,0,0,0,0,1.0
45,1,0,1,1,0,0,0,0,0,1.0
20,0,0,1,1,0,0,0,0,0,9.0
20,0,0,1,1,0,0,0,0,0,9.0
33,1,0,1,1,0,0,0,0,0,78.0
35,0,0,1,0,0,1,0,0,0,0.0
41,0,0,1,0,0,1,0,0,0,1.0
23,0,0,1,0,0,1,0,0,0,2.0
37,0,0,1,1,0,0,0,0,0,8.0
42,0,0,1,1,0,0,0,0,0,69.0
42,0,0,1,1,0,0,0,0,0,69.0
42,0,0,1,1,0,0,0,0,0,69.0
42,0,0,1,1,0,0,0,0,0,69.0
42,0,0,1,0,0,1,0,0,0,213.0
42,0,0,1,0,0,1,0,0,0,213.0
21,1,1,0,0,0,1,0,0,0,1.0
25,0,0,1,1,0,0,0,0,0,464.0
54,0,0,1,1,0,0,0,0,0,1.0
27,1,0,1,1,0,0,0,0,0,1.0
41,0,0,1,1,0,0,0,0,0,0.0
22,0,0,1,0,0,1,0,0,0,1.0
22,0,0,1,0,0,1,0,0,0,1.0
21,1,1,0,0,0,0,1,0,0,0.0
23,1,0,1,1,0,0,0,0,0,6.0
30,0,0,1,0,0,0,1,0,0,7.0
36,1,0,1,1,0,0,0,0,0,19.0
36,1,0,1,1,0,0,0,0,0,19.0
24,1,1,0,0,0,0,1,0,0,0.0
33,0,0,1,1,0,0,0,0,0,0.0
33,0,0,1,1,0,0,0,0,0,0.0
38,0,0,1,0,0,0,1,0,0,0.0
29,1,0,1,1,0,0,0,0,0,23.0
56,0,1,0,0,0,1,0,0,0,6.0
54,1,0,1,1,0,0,0,0,0,78.0
22,1,0,1,0,0,1,0,0,0,13.0
38,0,0,1,0,0,1,0,0,0,4.0
38,0,0,1,0,0,1,0,0,0,4.0
26,1,0,1,1,0,0,0,0,0,0.0
20,0,1,0,1,0,0,0,0,0,1.0
20,0,0,1,1,0,0,0,0,0,11.0
28,0,1,0,0,0,1,0,0,0,1.0
28,0,1,0,0,0,1,0,0,0,1.0
37,0,0,1,0,0,1,0,0,0,0.0
52,1,0,1,1,0,0,0,0,0,1.0
27,0,0,1,0,0,1,0,0,0,0.0
29,0,0,1,1,0,0,0,0,0,2.0
29,0,0,1,1,0,0,0,0,0,2.0
29,0,0,1,1,0,0,0,0,0,2.0
29,0,0,1,1,0,0,0,0,0,2.0
23,0,1,0,1,0,0,0,0,0,17.0
35,0,0,1,1,0,0,0,0,0,9.0
32,1,0,1,0,0,1,0,0,0,0.0
32,1,0,1,0,0,1,0,0,0,0.0
21,1,0,1,1,0,0,0,0,0,0.0
25,0,0,1,0,0,0,1,0,0,0.0
